DOI,Authors
10.1021/ic401362s,"Su Wei, Qian Quanquan, Li Peiyuan, Lei Xiaolin, Xiao Qi, Huang Shan, Huang Chusheng, Cui Jianguo"
10.1002/chem.201301389,"He Liang, Liao Si‐Yan, Tan Cai‐Ping, Ye Rui‐Rong, Xu Yu‐Wen, Zhao Meng, Ji Liang‐Nian, Mao Zong‐Wan"
10.1016/j.jphotobiol.2013.09.005,"Anitha Panneerselvam, Chitrapriya Nataraj, Jang Yoon Jung, Viswanathamurthi Periasamy"
10.1002/chem.201403974,"Babak Maria V., Plażuk Damian, Meier Samuel M., Arabshahi Homayon John, Reynisson Jóhannes, Rychlik Błażej, Błauż Andrzej, Szulc Katarzyna, Hanif Muhammad, Strobl Sebastian, Roller Alexander, Keppler Bernhard K., Hartinger Christian G."
10.1002/chem.201300889,"Meier Samuel M., Novak Maria, Kandioller Wolfgang, Jakupec Michael A., Arion Vladimir B., Metzler‐Nolte Nils, Keppler Bernhard K., Hartinger Christian G."
10.1021/om301115e,"Pettinari Riccardo, Pettinari Claudio, Marchetti Fabio, Clavel Catherine M., Scopelliti Rosario, Dyson Paul J."
10.1039/c2mt20189e,"Romero-Canelón Isolda, Pizarro Ana M., Habtemariam Abraha, Sadler Peter J."
10.1016/j.jinorgbio.2012.06.003,"Mühlgassner Gerhard, Bartel Caroline, Schmid Wolfgang F., Jakupec Michael A., Arion Vladimir B., Keppler Bernhard K."
10.1007/s00775-013-1032-2,"Lin Gan-Jian, Jiang Guang-Bin, Xie Yang-Yin, Huang Hong-Liang, Liang Zhen-Hua, Liu Yun-Jun"
10.1016/j.ejmech.2014.08.071,"Zhang Yao, Ho Andy, Yue Jiping, Kong Linlin, Zhou Zuping, Wu Xiaoyang, Yang Feng, Liang Hong"
10.1021/om3012272,"Filak Lukas K., Göschl Simone, Heffeter Petra, Ghannadzadeh Samper Katia, Egger Alexander E., Jakupec Michael A., Keppler Bernhard K., Berger Walter, Arion Vladimir B."
10.1007/s00775-012-0917-9,"Betanzos-Lara Soledad, Novakova Olga, Deeth Robert J., Pizarro Ana M., Clarkson Guy J., Liskova Barbora, Brabec Viktor, Sadler Peter J., Habtemariam Abraha"
10.1039/c3qi00070b,"Kalaivani P., Prabhakaran R., Vaishnavi E., Rueffer T., Lang H., Poornima P., Renganathan R., Vijaya Padma V., Natarajan K."
10.1039/c4tb01807a,"Vitiello Giuseppe, Luchini Alessandra, D'Errico Gerardino, Santamaria Rita, Capuozzo Antonella, Irace Carlo, Montesarchio Daniela, Paduano Luigi"
10.1007/s00775-014-1120-y,"Côrte-Real Leonor, Mendes Filipa, Coimbra Joana, Morais Tânia S., Tomaz Ana Isabel, Valente Andreia, Garcia M. Helena, Santos Isabel, Bicho Manuel, Marques Fernanda"
10.1016/j.jinorgbio.2014.03.002,"Sáez Rubén, Lorenzo Julia, Prieto Ma Jose, Font-Bardia Mercè, Calvet Teresa, Omeñaca Nuria, Vilaseca Marta, Moreno Virtudes"
10.1016/j.ejmech.2013.05.048,"Chelopo Madichaba P., Pawar Sachin A., Sokhela Mxolisi K., Govender Thavendran, Kruger Hendrik G., Maguire Glenn E.M."
10.1039/c5dt02081f,"Huang Huaiyi, Zhang Pingyu, Yu Bole, Jin Chengzhi, Ji Liangnian, Chao Hui"
10.1016/j.jphotobiol.2014.07.011,"Li Wei, Jiang Guang-Bin, Yao Jun-Hua, Wang Xiu-Zhen, Wang Ji, Han Bing-Jie, Xie Yang-Yin, Lin Gan-Jian, Huang Hong-Liang, Liu Yun-Jun"
10.1021/bm400104b,"Mangiapia Gaetano, Vitiello Giuseppe, Irace Carlo, Santamaria Rita, Colonna Alfredo, Angelico Ruggero, Radulescu Aurel, D’Errico Gerardino, Montesarchio Daniela, Paduano Luigi"
10.1002/chem.201500561,"Ramu Vadde, Gill Martin R., Jarman Paul J., Turton David, Thomas Jim A., Das Amitava, Smythe Carl"
10.1016/j.jphotobiol.2013.09.009,"Jiang Guang-Bin, Xie Yang-Yin, Lin Gan-Jian, Huang Hong-Liang, Liang Zhen-Hua, Liu Yun-Jun"
10.1080/00958972.2015.1043127,"Ejidike Ikechukwu P., Ajibade Peter A."
10.1016/j.jinorgbio.2013.07.002,"Valente Andreia, Garcia Maria Helena, Marques Fernanda, Miao Yong, Rousseau Cyril, Zinck Philippe"
10.1016/j.ejmech.2013.09.051,"Chen Yu, Qin Meng-Ying, Wu Jing-Heng, Wang Lei, Chao Hui, Ji Liang-Nian, Xu An-Long"
10.1021/ic500250e,"Klajner M., Licona C., Fetzer L., Hebraud P., Mellitzer G., Pfeffer M., Harlepp S., Gaiddon C."
10.1039/c5qi00029g,"Vijayan Paranthaman, Viswanathamurthi Periasamy, Sugumar Paramasivam, Ponnuswamy Mondikalipudur Nanjappagounder, Balakumaran Manickam Dakshinamoorthi, Kalaichelvan Pudupalayam Thangavelu, Velmurugan Krishnaswamy, Nandhakumar Raju, Butcher Ray Jay"
10.1016/j.jinorgbio.2013.10.017,"Wang Zhigang, Qian Hui, Yiu Shek-Man, Sun Jianwei, Zhu Guangyu"
10.1039/c3dt51949j,"Alagesan Mani, Bhuvanesh Nattamai S. P., Dharmaraj Nallasamy"
10.1021/ma402078d,"Blunden Bianca M., Rawal Aditya, Lu Hongxu, Stenzel Martina H."
10.1017/s143192761300175x,"Côrte-Real Leonor, Matos António P., Alho Irina, Morais Tânia S., Tomaz Ana Isabel, Garcia Maria Helena, Santos Isabel, Bicho Manuel P., Marques Fernanda"
10.1016/j.bcp.2012.08.022,"Vidimar Vania, Meng Xiangjun, Klajner Marcelina, Licona Cynthia, Fetzer Ludivine, Harlepp Sébastien, Hébraud Pascal, Sidhoum Marjorie, Sirlin Claude, Loeffler Jean-Philippe, Mellitzer Georg, Sava Gianni, Pfeffer Michel, Gaiddon Christian"
10.1016/j.ejmech.2012.11.024,"Sathiya Kamatchi Thangavel, Chitrapriya Nataraj, Kim Seog K., Fronczek Frank R., Natarajan Karuppannan"
10.1021/ic202530j,"Nazarov Alexey A., Risse Julie, Ang Wee Han, Schmitt Frederic, Zava Olivier, Ruggi Albert, Groessl Michael, Scopelitti Rosario, Juillerat-Jeanneret Lucienne, Hartinger Christian G., Dyson Paul J."
10.1016/j.saa.2012.12.064,"Sampath Krishnan, Sathiyaraj Subbaiyan, Jayabalakrishnan Chinnasamy"
10.1016/j.jinorgbio.2014.04.020,"Spoerlein-Guettler Cornelia, Mahal Katharina, Schobert Rainer, Biersack Bernhard"
10.1039/c2cc33786j,"Arion Vladimir B., Dobrov Anatolie, Göschl Simone, Jakupec Michael A., Keppler Bernhard K., Rapta Peter"
10.1016/j.jorganchem.2014.06.026,"Vijayan Paranthaman, Viswanathamurthi Periasamy, Silambarasan Vaidhyanathan, Velmurugan Devadasan, Velmurugan Krishnaswamy, Nandhakumar Raju, Butcher Ray Jay, Silambarasan Tamilselvan, Dhandapani Ramamurthy"
10.1016/j.ica.2013.06.002,"Xie Yang-Yin, Li Zheng-Zheng, Lin Gan-Jian, Huang Hong-Liang, Wang Xiu-Zhen, Liang Zhen-Hua, Jiang Guang-Bin, Liu Yun-Jun"
10.1166/jbn.2014.1763,"Heffeter P., Riabtseva A, Senkiv Y., Kowol C. R., Körner W., Jungwith U., Mitina N., Keppler B. K., Konstantinova T., Yanchuk I., Stoika R., Zaichenko A., Berger W."
10.1016/j.ica.2012.01.023,"Jin Lianhe, Tan Lifeng, Zou Xiaoqin, Liu Jing, Luan Fang"
10.5935/0103-5053.20150237,"Lima Benedicto A. V., Corrêa Rodrigo S., Graminha Angelica E., Kuznetsov Aleksey, Ellena Javier, Pavan Fernando R., Leite Clarice Q. F., Batista Alzir A."
10.1039/c5dt02446c,"Huang Huaiyi, Zhang Pingyu, Chen Yu, Ji Liangnian, Chao Hui"
10.1016/j.jinorgbio.2012.07.022,"Aliende Cristina, Pérez-Manrique Mercedes, Jalón Félix A., Manzano Blanca R., Rodríguez Ana M., Cuevas José Vicente, Espino Gustavo, Martínez Mª Ángeles, Massaguer Anna, González-Bártulos Marta, de Llorens Rafael, Moreno Virtudes"
10.1016/j.ica.2012.01.003,"Liu Yun-Jun, Liang Zhen-Hua, Hong Xian-Lan, Li Zheng-Zheng, Yao Jun-Hua, Huang Hong-Liang"
10.1039/c5dt01430a,"Zhang Yang, Zheng Wei, Luo Qun, Zhao Yao, Zhang Erlong, Liu Suyan, Wang Fuyi"
10.1016/j.molstruc.2012.07.021,"Sathiyaraj Subbaiyan, Butcher Ray J., Jayabalakrishnan Chinnasamy"
10.1039/c3ra43865a,"Kamatchi Thangavel Sathiya, Kalaivani Palaniappan, Poornima Paramasivan, Padma Viswanadha Vijaya, Fronczek Frank R., Natarajan Karuppannan"
10.1002/aoc.2977,"Su Wei, Zhou Quan, Huang Yanmin, Huang Qianyang, Huo Lini, Xiao Qi, Huang Shan, Huang Chusheng, Chen Rui, Qian Quanquan, Liu Lifeng, Li Peiyuan"
10.1039/c4nj00545g,"Gorle Anil K., Ammit Alaina J., Wallace Lynne, Keene F. Richard, Collins J. Grant"
10.1039/c3dt52743c,"Valladolid Jesús, Hortigüela Carlos, Busto Natalia, Espino Gustavo, Rodríguez Ana M., Leal José M., Jalón Félix A., Manzano Blanca R., Carbayo Arancha, García Begoña"
10.1039/c3dt52388h,"Fischer Britta, Heffeter Petra, Kryeziu Kushtrim, Gille Lars, Meier Samuel M., Berger Walter, Kowol Christian R., Keppler Bernhard K."
10.1002/ejic.201500770,"Lee Hui Zhi Shirley, Buriez Olivier, Chau François, Labbé Eric, Ganguly Rakesh, Amatore Christian, Jaouen Gérard, Vessières Anne, Leong Weng Kee, Top Siden"
10.1016/j.saa.2012.03.035,"Raja Gunasekaran, Butcher Ray. J., Jayabalakrishnan Chinnasamy"
10.1016/j.jinorgbio.2012.02.022,"David Solene, Perkins Richard S., Fronczek Frank R., Kasiri Sahba, Mandal Subhrangsu S., Srivastava Radhey S."
10.1371/journal.pone.0096082,"Xu Li, Zhong Nan-Jing, Xie Yang-Yin, Huang Hong-Liang, Jiang Guang-Bin, Liu Yun-Jun"
10.1039/c5ra00553a,"Li Wei, Han Bing-Jie, Yao Jun-Hua, Jiang Guang-Bin, Liu Yun-Jun"
10.1007/s10895-014-1355-6,"Reddy M. Rajender, Reddy Putta Venkat, Kumar Yata Praveen, Srishailam A., Nambigari Navaneetha, Satyanarayana S."
10.1016/j.jorganchem.2014.06.010,"Tsolis Theodoros, Manos Manolis J., Karkabounas Spyridon, Zelovitis Ioannis, Garoufis Achilleas"
10.1016/j.saa.2014.06.147,"He Xiaojun, Jin Lianhe, Tan Lifeng"
10.1021/acs.molpharmaceut.5b00417,"Nowak-Sliwinska Patrycja, Clavel Catherine M., Păunescu Emilia, te Winkel Marije T., Griffioen Arjan W., Dyson Paul J."
10.1039/c3dt33064h,"Ludwig Gerd, Kaluđerović Goran N., Rüffer Tobias, Bette Martin, Korb Marcus, Block Michael, Paschke Reinhard, Lang Heinrich, Steinborn Dirk"
10.1016/j.ica.2012.02.046,"Liu Kuan-Guan, Cai Xiao-Qing, Li Xian-Chuan, Qin Da-An, Hu Mao-Lin"
10.1016/j.jorganchem.2013.09.004,"Florindo Pedro, Marques Inês J., Nunes Carla D., Fernandes Ana C."
10.3389/fchem.2013.00027,"Hanif Muhammad, Meier Samuel M., Nazarov Alexey A., Risse Julie, Legin Anton, Casini Angela, Jakupec Michael A., Keppler Bernhard K., Hartinger Christian G."
10.1002/asia.201501048,"Li Meng, Lai Lanhai, Zhao Zhennan, Chen Tianfeng"
10.1080/00958972.2015.1077950,"Jayanthi E., Anusuya M., Bhuvanesh N.S.P., Khalil K.A., Dharmaraj N."
10.1016/j.inoche.2012.02.037,"Li Qian, Sun Dongdong, Zhou Yanhui, Liu Du, Zhang Qianling, Liu Jie"
10.1016/j.poly.2014.07.019,"Lei Xiaolin, Su Wei, Li Peiyuan, Xiao Qi, Huang Shan, Qian Quanquan, Huang Chusheng, Qin Danni, Lan Hongxian"
10.1016/j.jinorgbio.2015.09.005,"Vajs Jure, Steiner Ivana, Brozovic Anamaria, Pevec Andrej, Ambriović-Ristov Andreja, Matković Marija, Piantanida Ivo, Urankar Damijana, Osmak Maja, Košmrlj Janez"
10.1071/CH12564,"Lin Gan-Jian, Li Zheng-Zheng, Yao Jun-Hua, Huang Hong-Liang, Xie Yang-Yin, Liu Yun-Jun"
10.1016/j.jorganchem.2015.09.003,"Govender Preshendren, Riedel Tina, Dyson Paul J., Smith Gregory S."
10.1016/j.ica.2015.05.025,"Ghebreyessus Kesete, Peralta Ashley, Katdare Meena, Prabhakaran Krishnan, Paranawithana Shanthi"
10.1016/j.jorganchem.2012.10.016,"Khan Farooq-Ahmad, Therrien Bruno, Süss-Fink Georg, Zava Olivier, Dyson Paul J."
10.1080/00958972.2014.977270,"Sun Jing, Chen Wen-Xiu, Song Xing-Dong, Zhao Xuan-Hao, Ma Ai-Qing, Chen Jia-Xi"
10.1016/j.ejmech.2014.02.062,"Ji Liyun, Zheng Wei, Lin Yu, Wang Xiuli, Lü Shuang, Hao Xiang, Luo Qun, Li Xianchan, Yang Ling, Wang Fuyi"
10.1039/c4ra12715c,"Zhang Yan, Hu Peng-Chao, Cai Ping, Yang Fang, Cheng Gong-Zhen"
10.1016/j.jorganchem.2012.06.027,"Huber Wilhelm, Bröhler Philip, Wätjen Wim, Frank Walter, Spingler Bernhard, Kunz Peter C."
10.1007/s10534-013-9649-8,"Selvamurugan Sellappan, Ramachandran Rangasamy, Viswanathamurthi Periasamy"
10.1016/j.jorganchem.2014.04.003,"Kalaivani P., Prabhakaran R., Dallemer F., Vaishnavi E., Poornima P., Vijaya Padma V., Renganathan R., Natarajan K."
10.1080/00958972.2012.680592,"Guo Qi-Feng, Liu Si-Hong, Liu Qing-Hua, Xu Hui-Hua, Zhao Jian-Hua, Wu Hai-Feng, Li Xin-Yan, Wang Jian-Wei"
10.1039/c4nj02394c,"Bhat Satish S., Revankar Vidyanand K., Khan Ayesha, Butcher Raymond J., Thatipamula Krishnachary"
10.1039/C7CC08270C,"Tian Meng, Li Juanjuan, Zhang Shumiao, Guo Lihua, He Xiangdong, Kong Deliang, Zhang Hairong, Liu Zhe"
10.1039/d0dt01091j,"Oliveira Katia M., Peterson Erica J., Carroccia Murilo C., Cominetti Marcia R., Deflon Victor M., Farrell Nicholas P., Batista Alzir A., Correa Rodrigo S."
10.1039/C8CC09211G,"Ballester Francisco J., Ortega Enrique, Porto Vanesa, Kostrhunova Hana, Davila-Ferreira Nerea, Bautista Delia, Brabec Viktor, Domínguez Fernando, Santana M. Dolores, Ruiz José"
10.1021/acs.inorgchem.3c00757,"Dorairaj Dorothy Priyanka, Haribabu Jebiti, Dharmasivam Mahendiran, Malekshah Rahime Eshaghi, Mohamed Subarkhan Mohamed Kasim, Echeverria Cesar, Karvembu Ramasamy"
10.1039/d0dt01591a,"Oliveira Katia M., Honorato João, Gonçalves Guilherme R., Cominetti Marcia R., Batista Alzir A., Correa Rodrigo S."
10.1002/ejic.201501361,"Ashraf Adnan, Kubanik Mario, Aman Farhana, Holtkamp Hannah, Söhnel Tilo, Jamieson Stephen M. F., Hanif Muhammad, Siddiqui Waseeq Ahmad, Hartinger Christian G."
10.1016/j.jinorgbio.2016.06.023,"Colina-Vegas Legna, Dutra Jocely Lucena, Villarreal Wilmer, de A. Neto João Honorato, Cominetti Marcia Regina, Pavan Fernando, Navarro Maribel, Batista Alzir A."
10.1016/j.bmc.2019.05.011,"Karges Johannes, Heinemann Franz, Maschietto Federica, Patra Malay, Blacque Olivier, Ciofini Ilaria, Spingler Bernhard, Gasser Gilles"
10.1016/j.biomaterials.2022.121757,"Zhou Jia-Ying, Wang Wen-Jin, Zhang Chen-Yu, Ling Yu-Yi, Hong Xiao-Jing, Su Qiao, Li Wu-Guo, Mao Zong-Wan, Cheng Bin, Tan Cai-Ping, Wu Tong"
10.1016/j.jinorgbio.2019.110751,"Correa Rodrigo S., Bomfim Larissa M., Oliveira Katia M., Moreira Diogo R.M., Soares Milena B.P., Ellena Javier, Bezerra Daniel P., Batista Alzir A."
10.1002/slct.201702390,"Haribabu Jebiti, Ranade Dnyanesh S., Bhuvanesh Nattamai S. P., Kulkarni Prasad P., Karvembu Ramasamy"
10.1039/c9ra05605j,"Boubakri Lamia, Chakchouk-Mtibaa A., Al-Ayed Abdullah S., Mansour L., Abutaha Nael, Harrath Abdel Halim, Mellouli L., Özdemir I., Yasar S., Hamdi Naceur"
10.1016/j.jinorgbio.2016.09.004,"Chen Wen-Xiu, Song Xing-Dong, He Shu-Fen, Sun Jing, Chen Jia-Xi, Wu Tie, Mao Zong-Wan"
10.1016/j.jinorgbio.2019.01.006,"Ribeiro Gabriel H., Colina-Vegas Legna, Clavijo Juan C.T., Ellena Javier, Cominetti Marcia R., Batista Alzir A."
10.1039/c7nj04368f,"Correa Rodrigo S., Freire Vitória, Barbosa Marília I. F., Bezerra Daniel P., Bomfim Larissa M., Moreira Diogo R. M., Soares Milena B. P., Ellena Javier, Batista Alzir A."
10.1039/c7dt02051a,"Wołoszyn Aleksandra, Pettinari Claudio, Pettinari Riccardo, Badillo Patzmay Gretta Veronica, Kwiecień Anna, Lupidi Giulio, Nabissi Massimo, Santoni Giorgio, Smoleński Piotr"
10.1155/2020/8890950,"Chen Jincan, Wang Jie, Deng Yuanyuan, Wang Tao, Miao Tifang, Li Chengpeng, Cai Xianhong, Liu Ying, Henri Justin, Chen Lanmei"
10.1016/j.ica.2019.01.030,"Tabares Julie Pauline Gaitan, Santos Rodrigo Luis S.R., Cassiano Jefferson Luiz, Zaim Marcio H., Honorato João, Batista Alzir A., Teixeira Sarah F., Ferreira Adilson Kleber, Viana Rommel B., Martínez Sandra Quispe, Stábile Antonio Carlos, de Oliveira Silva Denise"
10.1002/aoc.4692,"Mondal Ambarish, Tripathy Rajat K., Dutta Parul, Santra Manas Kumar, Isab Anvarhusein A., Bielawski Christopher W., Kisan Hemanta K., Chandra Swapan K., Dinda Joydev"
10.1016/j.jinorgbio.2021.111625,"Mello-Andrade Francyelli, Guedes Adriana P.M., Pires Wanessa C., Velozo-Sá Vivianne S., Delmond Kezia A., Mendes Davi, Molina Matheus S., Matuda Larissa, de Sousa Maria Alice Montes, Melo-Reis Paulo, Gomes Clever C., Castro Carlos Henrique, Almeida Márcio Aurélio P., Menck Carlos F.M., Batista Alzir A., Burikhanov Ravshan, Rangnekar Vivek M., Silveira-Lacerda Elisângela"
10.3390/ijms19061609,"De Souza Oliveira Maiara, De Santana Ádila Angélica Dantas, Correa Rodrigo S., Soares Milena Botelho Pereira, Batista Alzir Azevedo, Bezerra Daniel Pereira"
10.1039/d2ra02677e,"P. K. Anuja, Kar Binoy, Roy Nilmadhab, Paira Priyankar"
10.1016/j.jphotobiol.2016.10.039,"Kumar Ramasamy Raj, Ramesh Rengan, Małecki Jan Grzegorz"
10.1007/s11010-017-3129-3,"Pires Wanessa Carvalho, Lima Benedicto Augusto Vieira, de Castro Pereira Flávia, Lima Aliny Pereira, Mello-Andrade Francyelli, Silva Hugo Delleon, da Silva Monize Martins, Colina-Vegas Legna, Ellena Javier, Batista Alzir A., de Paul Silveira-Lacerda Elisângela"
10.1080/00958972.2016.1244334,"Dos Santos Edjane R., Corrêa Rodrigo S., Ribeiro Juliana U., Graminha Angelica E., Ellena Javier, Selistre-de-Araujo Heloísa S., Batista Alzir A."
10.1007/s12011-019-01976-0,"de Lima Aliny Pereira, Almeida Marcio Aurélio Pinheiro, Mello-Andrade Francyelli, de Castro Pereira Flávia, Pires Wanessa Carvalho, Abreu Davi Carvalho, de Souza Velozo-Sá Vivianne, Batista Alzir Azevedo, de Paula Silveira-Lacerda Elisângela"
10.1038/s41420-024-02036-w,"Bomfim Larissa M., Neves Sara P., Coelho Amanda M. R. M., Nogueira Mateus L., Dias Rosane B., Valverde Ludmila de F., Rocha Clarissa A. G., Soares Milena B. P., Batista Alzir A., Correa Rodrigo S., Bezerra Daniel P."
10.3390/ph17010050,"Mansour Najwa, Mehanna Stephanie, Bodman-Smith Kikki, Daher Costantine F., Khnayzer Rony S."
10.1016/j.cclet.2024.110168,"Xu Yunli, Da Xuwen, Wang Lei, Peng Yatong, Zhou Wanpeng, Liu Xiulian, Wu Yao, Wang Wentao, Wang Xuesong, Zhou Qianxiong"
10.1039/d0cc02417a,"Ballester Francisco J., Ortega Enrique, Bautista Delia, Santana M. Dolores, Ruiz José"
10.1002/cmdc.200800039,"Schatzschneider Ulrich, Niesel Johanna, Ott Ingo, Gust Ronald, Alborzinia Hamed, Wölfl Stefan"
10.1007/s00775-010-0642-1,"Heffeter Petra, Böck Katharina, Atil Bihter, Reza Hoda Mir Ali, Körner Wilfried, Bartel Caroline, Jungwirth Ute, Keppler Bernhard K., Micksche Michael, Berger Walter, Koellensperger Gunda"
10.1016/j.jorganchem.2010.01.020,"Gras Michaël, Therrien Bruno, Süss-Fink Georg, Casini Angela, Edafe Fabio, Dyson Paul J."
10.1039/B710578A,"Rajendiran Venugopal, Murali Mariappan, Suresh Eringathodi, Sinha Sarika, Somasundaram Kumaravel, Palaniandavar Mallayan"
10.1002/chem.200901939,"Kandioller Wolfgang, Hartinger Christian G., Nazarov Alexey A., Bartel Caroline, Skocic Matthias, Jakupec Michael A., Arion Vladimir B., Keppler Bernhard K."
10.1021/om101180c,"Kljun Jakob, Bytzek Anna K., Kandioller Wolfgang, Bartel Caroline, Jakupec Michael A., Hartinger Christian G., Keppler Bernhard K., Turel Iztok"
10.1002/chem.200801032,"Berger Isabella, Hanif Muhammad, Nazarov Alexey A., Hartinger Christian G., John Roland O., Kuznetsov Maxim L., Groessl Michael, Schmitt Frederic, Zava Olivier, Biba Florian, Arion Vladimir B., Galanski Mathea Sophia, Jakupec Michael A., Juillerat‐Jeanneret Lucienne, Dyson Paul J., Keppler Bernhard K."
10.1021/ic9013366,"Bugarcic Tijana, Habtemariam Abraha, Deeth Robert J., Fabbiani Francesca P. A., Parsons Simon, Sadler Peter J."
10.1021/jm900731j,"van Rijt Sabine H., Hebden Andrew J., Amaresekera Thakshila, Deeth Robert J., Clarkson Guy J., Parsons Simon, McGowan Patrick C., Sadler Peter J."
10.1021/jm8003043,"Bugarcic Tijana, Nováková Olga, Zerzánková Lenka, Vrána Oldřich, Kašpárková Jana, Habtemariam Abraha, Parsons Simon, Sadler Peter J., Brabec Viktor"
10.1016/j.ejmech.2009.10.043,"Liu Yun-Jun, Zeng Cheng-Hui, Huang Hong-Liang, He Li-Xin, Wu Fu-Hai"
10.1002/cbic.201000782,"Gill Martin R., Derrat Hanan, Smythe Carl G. W., Battaglia Giuseppe, Thomas Jim A."
10.1021/ic801361m,"Bugarcic Tijana, Habtemariam Abraha, Stepankova Jana, Heringova Pavla, Kasparkova Jana, Deeth Robert J., Johnstone Russell D. L., Prescimone Alessandro, Parkin Andrew, Parsons Simon, Brabec Viktor, Sadler Peter J."
10.1016/j.jinorgbio.2011.04.008,"Beckford Floyd, Dourth Deidra, Shaloski Michael, Didion Jacob, Thessing Jeffrey, Woods Jason, Crowell Vernon, Gerasimchuk Nikolay, Gonzalez-Sarrías Antonio, Seeram Navindra P."
10.1039/b915081a,"Beckford Floyd A., Shaloski, Jr. Michael, Leblanc Gabriel, Thessing Jeffrey, Lewis-Alleyne Lesley C., Holder Alvin A., Li Liya, Seeram Navindra P."
10.1016/j.jinorgbio.2010.10.009,"Moreno Virtudes, Font-Bardia Mercè, Calvet Teresa, Lorenzo Julia, Avilés Francesc X., Garcia M. Helena, Morais Tânia S., Valente Andreia, Robalo M. Paula"
10.1080/2164232x.2013.873992,"Marques J., Silva V.L.M., Silva A.M.S., Marques M.P.M., Braga S.S."
10.1016/j.inoche.2009.08.034,"Beckford Floyd A., Leblanc Gabriel, Thessing Jeffrey, Shaloski Michael, Frost Brian J., Li Liya, Seeram Navindra P."
10.1016/j.ejmech.2010.03.042,"Liu Yun-Jun, Zeng Cheng-Hui, Liang Zhen-Hua, Yao Jun-Hua, Huang Hong-Liang, Li Zheng-Zheng, Wu Fu-Hai"
10.1016/j.ejmech.2011.04.049,"Huang Hong-Liang, Li Zheng-Zheng, Liang Zhen-Hua, Yao Jun-Hua, Liu Yun-Jun"
10.1016/j.jorganchem.2008.10.016,"Kandioller Wolfgang, Hartinger Christian G., Nazarov Alexey A., Kasser Johanna, John Roland, Jakupec Michael A., Arion Vladimir B., Dyson Paul J., Keppler Bernhard K."
10.1021/om800025a,"Dutta Barnali, Scolaro Claudine, Scopelliti Rosario, Dyson Paul J., Severin Kay"
10.1016/j.jinorgbio.2009.09.017,"Das Sangeeta, Sinha Sarika, Britto Ramona, Somasundaram Kumaravel, Samuelson Ashoka G."
10.1016/j.poly.2009.11.012,"Prajapati Rishikesh, Dubey Santosh Kumar, Gaur Ruchi, Koiri Raj Kumar, Maurya Brajesh Kumar, Trigun Surendra Kumar, Mishra Lallan"
10.1002/ejic.201100848,"Huang Hong‐Liang, Li Zheng‐Zheng, Liang Zhen‐Hua, Liu Yun‐Jun"
10.1039/b918902e,"Camm Kenneth D., El-Sokkary Ahmed, Gott Andrew L., Stockley Peter G., Belyaeva Tamara, McGowan Patrick C."
10.1016/j.jorganchem.2010.09.067,"Renfrew Anna K., Juillerat-Jeanneret Lucienne, Dyson Paul J."
10.1007/s00775-007-0337-4,"Griffith Darren, Cecco Sara, Zangrando Ennio, Bergamo Alberta, Sava Gianni, Marmion Celine J."
10.1016/j.jorganchem.2011.04.020,"Liu Yun-Jun, Liang Zhen-Hua, Li Zheng-Zheng, Yao Jun-Hua, Huang Hong-Liang"
10.1016/j.molstruc.2011.02.029,"Beckford Floyd A., Thessing Jeffrey, Shaloski Michael, Mbarushimana P. Canisius, Brock Alyssa, Didion Jacob, Woods Jason, Gonzalez-Sarrías Antonio, Seeram Navindra P."
10.1071/ch10232,"Hanif Muhammad, Schaaf Patricia, Kandioller Wolfgang, Hejl Michaela, Jakupec Michael A., Roller Alexander, Keppler Bernhard K., Hartinger Christian G."
10.1021/ic8005579,"Garza-Ortiz Ariadna, Maheswari Palanisamy Uma, Siegler Maxime, Spek Anthony L., Reedijk Jan"
10.1039/b907296a,"Ruiz José, Vicente Consuelo, de Haro Concepción, Bautista Delia"
10.1021/ic701735q,"Lo Kenneth Kam-Wing, Lee Terence Kwok-Ming, Lau Jason Shing-Yip, Poon Wing-Lin, Cheng Shuk-Han"
10.1021/ic061008y,"Ang Wee Han, Daldini Elisa, Scolaro Claudine, Scopelliti Rosario, Juillerat-Jeannerat Lucienne, Dyson Paul J."
10.1021/ic061460h,"Dougan Sarah J., Melchart Michael, Habtemariam Abraha, Parsons Simon, Sadler Peter J."
10.1002/cmdc.200700209,"Ang Wee Han, De Luca Anastasia, Chapuis‐Bernasconi Catherine, Juillerat‐Jeanneret Lucienne, Lo Bello Mario, Dyson Paul J."
10.1002/ejic.200500210,"Serli Barbara, Zangrando Ennio, Gianferrara Teresa, Scolaro Claudine, Dyson Paul J., Bergamo Alberta, Alessio Enzo"
